distance,x,y,Bed_meters
5600.000000000000000,-359517.722511645813938,-1529546.888643703889102,-457.774658203125000
5650.000000000000000,-359557.557075190939941,-1529577.107967772753909,-461.552764892578125
5700.000000000000000,-359597.391638736065943,-1529607.327291841618717,-468.327636718750000
5750.000000000000000,-359637.226202281191945,-1529637.546615910250694,-468.327636718750000
5800.000000000000000,-359677.060765826259740,-1529667.765939978882670,-468.327636718750000
5850.000000000000000,-359716.895329371443950,-1529697.985264047514647,-468.327636718750000
5900.000000000000000,-359756.729892916569952,-1529728.204588116379455,-480.144775390625000
5950.000000000000000,-359796.564456461637747,-1529758.423912185011432,-480.144775390625000
6000.000000000000000,-359836.399020006763749,-1529788.643236253876239,-480.144775390625000
6050.000000000000000,-359876.233583551889751,-1529818.862560322508216,-480.144775390625000
6100.000000000000000,-359916.068147097015753,-1529849.081884391140193,-487.799377441406250
6150.000000000000000,-359955.902710642141756,-1529879.301208460005000,-493.348968505859375
6200.000000000000000,-359995.737274187267758,-1529909.520532528636977,-493.348968505859375
6250.000000000000000,-360035.571837732393760,-1529939.739856597268954,-493.348968505859375
6300.000000000000000,-360075.406401277519763,-1529969.959180666133761,-502.245910644531250
6350.000000000000000,-360115.240964822587557,-1530000.178504734765738,-502.245910644531250
6400.000000000000000,-360155.075528367713559,-1530030.397828803397715,-507.989501953125000
6450.000000000000000,-360194.910091912897769,-1530060.617152872262523,-518.051147460937500
6500.000000000000000,-360234.744655457965564,-1530090.836476940894499,-518.051147460937500
6550.000000000000000,-360274.579219003091566,-1530121.055801009526476,-518.051147460937500
6600.000000000000000,-360314.413782548217569,-1530151.275125078391284,-518.051147460937500
6650.000000000000000,-360354.248346093343571,-1530181.494449147023261,-533.270751953125000
6700.000000000000000,-360394.082909638469573,-1530211.713773215888068,-533.270751953125000
6750.000000000000000,-360433.917473183537368,-1530241.933097284287214,-533.270751953125000
6800.000000000000000,-360473.752036728663370,-1530272.152421353152022,-533.270751953125000
6850.000000000000000,-360512.679297927767038,-1530303.522574141854420,-540.345336914062500
6900.000000000000000,-360551.360744061646983,-1530335.204520498868078,-544.442077636718750
6950.000000000000000,-360590.042190195585135,-1530366.886466856114566,-544.442077636718750
7000.000000000000000,-360628.723636329523288,-1530398.568413213593885,-544.442077636718750
7050.000000000000000,-360667.405082463461440,-1530430.250359570840374,-546.946472167968750
7100.000000000000000,-360706.086528597399592,-1530461.932305928086862,-546.946472167968750
7150.000000000000000,-360744.767974731337745,-1530493.614252285333350,-546.846130371093750
7200.000000000000000,-360783.449420865275897,-1530525.296198642812669,-546.846130371093750
7250.000000000000000,-360822.130866999155842,-1530556.978145000059158,-543.105895996093750
7300.000000000000000,-360860.812313133093994,-1530588.660091357305646,-543.105895996093750
7350.000000000000000,-360899.493759267032146,-1530620.342037714552134,-539.171508789062500
7400.000000000000000,-360938.175205400970299,-1530652.023984071798623,-539.171508789062500
7450.000000000000000,-360976.856651534908451,-1530683.705930429277942,-530.467407226562500
7500.000000000000000,-361015.538097668788396,-1530715.387876786524430,-530.467407226562500
7550.000000000000000,-361054.219543802784756,-1530747.069823144003749,-530.467407226562500
7600.000000000000000,-361092.900989936722908,-1530778.751769501250237,-513.111877441406250
7650.000000000000000,-361131.582436070602853,-1530810.433715858496726,-513.111877441406250
7700.000000000000000,-361170.263882204541005,-1530842.115662215976045,-513.111877441406250
7750.000000000000000,-361208.945328338479158,-1530873.797608573222533,-513.111877441406250
7800.000000000000000,-361247.626774472417310,-1530905.479554930469021,-501.613372802734375
7850.000000000000000,-361286.308220606355462,-1530937.161501287715510,-494.617980957031250
7900.000000000000000,-361324.989666740293615,-1530968.843447645194829,-494.617980957031250
7950.000000000000000,-361363.671112874289975,-1531000.525394002208486,-494.617980957031250
8000.000000000000000,-361402.352559008111712,-1531032.207340359687805,-483.283843994140625
8050.000000000000000,-361441.034005142049864,-1531063.889286717167124,-483.283843994140625
8100.000000000000000,-361479.365154054190498,-1531095.993401667801663,-476.367553710937500
8150.000000000000000,-361517.639467593748122,-1531128.166013048728928,-476.367553710937500
8200.000000000000000,-361555.913781133247539,-1531160.338624429889023,-466.023620605468750
8250.000000000000000,-361594.188094672805164,-1531192.511235810816288,-466.023620605468750
8300.000000000000000,-361632.462408212362789,-1531224.683847191976383,-459.423767089843750
8350.000000000000000,-361670.736721751862206,-1531256.856458573136479,-459.423767089843750
8400.000000000000000,-361709.011035291478038,-1531289.029069954063743,-451.228454589843750
8450.000000000000000,-361747.285348830977455,-1531321.201681335223839,-451.228454589843750
8500.000000000000000,-361785.559662370535079,-1531353.374292715918273,-451.228454589843750
8550.000000000000000,-361823.833975910034496,-1531385.546904097311199,-444.826568603515625
8600.000000000000000,-361862.108289449592121,-1531417.719515478238463,-439.448974609375000
8650.000000000000000,-361900.382602989149746,-1531449.892126859398559,-439.448974609375000
8700.000000000000000,-361938.656916528649163,-1531482.064738240325823,-439.448974609375000
8750.000000000000000,-361976.931230068206787,-1531514.237349621485919,-439.448974609375000
8800.000000000000000,-362015.205543607822619,-1531546.409961002646014,-430.710540771484375
8850.000000000000000,-362053.479857147263829,-1531578.582572383573279,-430.710540771484375
8900.000000000000000,-362091.754170686821453,-1531610.755183764733374,-430.710540771484375
8950.000000000000000,-362130.028484226379078,-1531642.927795145893469,-430.710540771484375
9000.000000000000000,-362168.302797765936702,-1531675.100406526820734,-424.115692138671875
9050.000000000000000,-362206.577111305436119,-1531707.273017907980829,-424.115692138671875
9100.000000000000000,-362244.851424844993744,-1531739.445629288908094,-424.115692138671875
9150.000000000000000,-362283.125738384551369,-1531771.618240669835359,-424.115692138671875
9200.000000000000000,-362321.400051924050786,-1531803.790852050995454,-422.342956542968750
9250.000000000000000,-362359.674365463608410,-1531835.963463432155550,-418.991363525390682
9300.000000000000000,-362397.948679003166035,-1531868.136074813315645,-418.991363525390682
9350.000000000000000,-362436.222992542723659,-1531900.308686194242910,-418.991363525390682
9400.000000000000000,-362474.497306082223076,-1531932.481297575403005,-417.642791748046875
9450.000000000000000,-362512.771619621780701,-1531964.653908956330270,-417.642791748046875
9500.000000000000000,-362551.045933161338326,-1531996.826520337490365,-414.779724121093750
9550.000000000000000,-362589.320246700895950,-1532028.999131718650460,-414.779724121093750
9600.000000000000000,-362627.594560240395367,-1532061.171743099344894,-413.855468750000000
9650.000000000000000,-362665.868873779952992,-1532093.344354480737820,-413.855468750000000
9700.000000000000000,-362704.143187319510616,-1532125.516965861665085,-411.381439208984375
9750.000000000000000,-362743.335251754557248,-1532156.553667024709284,-410.973297119140625
9800.000000000000000,-362782.830828921461944,-1532187.214707193430513,-410.973297119140625
9850.000000000000000,-362822.326406088424847,-1532217.875747362850234,-410.973297119140625
9900.000000000000000,-362861.821983255387750,-1532248.536787531804293,-410.973297119140625
9950.000000000000000,-362901.317560422292445,-1532279.197827700991184,-408.717285156250000
10000.000000000000000,-362940.813137589255348,-1532309.858867869945243,-408.717285156250000
10050.000000000000000,-362980.308714756218251,-1532340.519908039132133,-408.717285156250000
10100.000000000000000,-363019.804291923122946,-1532371.180948208319023,-408.717285156250000
10150.000000000000000,-363059.299869090027642,-1532401.841988377273083,-408.795410156250000
10200.000000000000000,-363098.795446257048752,-1532432.503028546459973,-407.219055175781250
10250.000000000000000,-363138.291023423953447,-1532463.164068715414032,-407.219055175781250
10300.000000000000000,-363177.786600590916350,-1532493.825108884600922,-407.219055175781250
10350.000000000000000,-363217.282177757879253,-1532524.486149053554982,-407.851257324218750
10400.000000000000000,-363256.777754924783949,-1532555.147189222741872,-407.851257324218750
10450.000000000000000,-363296.273332091746852,-1532585.808229391695932,-406.793334960937500
10500.000000000000000,-363335.768909258709755,-1532616.469269560882822,-406.793334960937500
10550.000000000000000,-363375.264486425672658,-1532647.130309729604051,-407.854736328125000
10600.000000000000000,-363414.760063592577353,-1532677.791349899023771,-407.854736328125000
10650.000000000000000,-363454.255640759540256,-1532708.452390067977831,-407.854736328125000
10700.000000000000000,-363493.751217926503159,-1532739.113430237164721,-408.978454589843750
10750.000000000000000,-363533.246795093349647,-1532769.774470406351611,-408.978454589843750
10800.000000000000000,-363572.742372260370757,-1532800.435510575305670,-408.978454589843750
10850.000000000000000,-363612.237949427333660,-1532831.096550744492561,-408.978454589843750
10900.000000000000000,-363651.733526594238356,-1532861.757590913446620,-410.123352050781250
10950.000000000000000,-363691.229103761201259,-1532892.418631082633510,-411.237518310546875
11000.000000000000000,-363730.724680928105954,-1532923.079671251354739,-411.237518310546875
11050.000000000000000,-363770.220258095127065,-1532953.740711420774460,-411.237518310546875
11100.000000000000000,-363809.715835262031760,-1532984.401751589728519,-412.688720703125000
11150.000000000000000,-363849.211412428994663,-1533015.062791758915409,-412.688720703125000
11200.000000000000000,-363888.706989595957566,-1533045.723831927869469,-415.022949218750000
11250.000000000000000,-363928.202566762862261,-1533076.384872097056359,-415.022949218750000
11300.000000000000000,-363967.698143929825164,-1533107.045912265777588,-416.997772216796875
11350.000000000000000,-364007.193721096788067,-1533137.706952435197309,-416.997772216796875
11400.000000000000000,-364046.689298263692763,-1533168.367992604151368,-420.792907714843750
11450.000000000000000,-364086.184875430655666,-1533199.029032773338258,-420.792907714843750
11500.000000000000000,-364124.813672675751150,-1533230.733639558311552,-423.814880371093750
11550.000000000000000,-364162.201916010526475,-1533263.931821139995009,-423.814880371093750
11600.000000000000000,-364199.590159345360007,-1533297.130002721911296,-423.814880371093750
11650.000000000000000,-364236.978402680193540,-1533330.328184303594753,-429.089233398437500
11700.000000000000000,-364274.366646015027072,-1533363.526365885278210,-433.574707031250000
11750.000000000000000,-364311.754889349802397,-1533396.724547467194498,-433.574707031250000
11800.000000000000000,-364349.143132684635930,-1533429.922729048877954,-433.574707031250000
11850.000000000000000,-364386.531376019469462,-1533463.120910630561411,-433.574707031250000
11900.000000000000000,-364423.919619354302995,-1533496.319092212477699,-445.548675537109375
11950.000000000000000,-364461.307862689078320,-1533529.517273794161156,-445.548675537109375
12000.000000000000000,-364498.696106023911852,-1533562.715455375844613,-445.548675537109375
12050.000000000000000,-364536.084349358745385,-1533595.913636957760900,-445.548675537109375
12100.000000000000000,-364573.472592693578918,-1533629.111818539444357,-457.717834472656250
12150.000000000000000,-364610.860836028354242,-1533662.310000121127814,-457.717834472656250
12200.000000000000000,-364648.249079363187775,-1533695.508181703044102,-457.717834472656250
12250.000000000000000,-364685.637322698021308,-1533728.706363284727558,-457.717834472656250
12300.000000000000000,-364723.025566032854840,-1533761.904544866643846,-463.222686767578125
12350.000000000000000,-364760.413809367630165,-1533795.102726448327303,-467.930847167968750
12400.000000000000000,-364797.802052702463698,-1533828.300908030010760,-467.930847167968750
12450.000000000000000,-364835.190296037297230,-1533861.499089611927047,-467.930847167968750
12500.000000000000000,-364872.578539372130763,-1533894.697271193610504,-471.891204833984375
12550.000000000000000,-364909.966782706964295,-1533927.895452775526792,-475.104187011718693
12600.000000000000000,-364947.355026041739620,-1533961.093634357210249,-475.104187011718693
12650.000000000000000,-364984.743269376573153,-1533994.291815938893706,-475.104187011718693
12700.000000000000000,-365022.131512711406685,-1534027.489997520809993,-477.575073242187500
12750.000000000000000,-365059.519756046240218,-1534060.688179102493450,-477.575073242187500
12800.000000000000000,-365096.907999381015543,-1534093.886360684176907,-479.490386962890625
12850.000000000000000,-365134.296242715849075,-1534127.084542266093194,-479.490386962890625
12900.000000000000000,-365171.684486050682608,-1534160.282723847776651,-480.962036132812500
12950.000000000000000,-365204.981026238645427,-1534197.545169910183176,-480.962036132812500
13000.000000000000000,-365237.926892835355829,-1534235.155937971780077,-482.078613281250000
13050.000000000000000,-365270.872759432066232,-1534272.766706033609807,-482.078613281250000
13100.000000000000000,-365303.818626028776634,-1534310.377474095206708,-482.926788330078125
13150.000000000000000,-365336.764492625428829,-1534347.988242157036439,-482.926788330078125
13200.000000000000000,-365369.710359222139232,-1534385.599010218633339,-483.628692626953125
13250.000000000000000,-365402.656225818849634,-1534423.209778280463070,-483.628692626953125
13300.000000000000000,-365435.602092415560037,-1534460.820546342059970,-483.628692626953125
13350.000000000000000,-365468.547959012270439,-1534498.431314403889701,-484.136444091796875
13400.000000000000000,-365501.493825608980842,-1534536.042082465486601,-484.699554443359375
13450.000000000000000,-365534.439692205633037,-1534573.652850527549163,-484.699554443359375
13500.000000000000000,-365567.385558802343439,-1534611.263618588913232,-484.699554443359375
13550.000000000000000,-365600.331425399053842,-1534648.874386650742963,-485.128051757812500
13600.000000000000000,-365633.277291995764244,-1534686.485154712339863,-485.752593994140625
13650.000000000000000,-365666.223158592474647,-1534724.095922774169594,-485.752593994140625
13700.000000000000000,-365699.169025189126842,-1534761.706690835533664,-485.752593994140625
13750.000000000000000,-365732.114891785837244,-1534799.317458897596225,-485.752593994140625
13800.000000000000000,-365765.060758382547647,-1534836.928226959658787,-486.986724853515625
13850.000000000000000,-365798.006624979258049,-1534874.538995021022856,-486.986724853515625
13900.000000000000000,-365830.952491576026659,-1534912.149763082852587,-486.986724853515625
13950.000000000000000,-365863.898358172620647,-1534949.760531144449487,-486.986724853515625
14000.000000000000000,-365896.844224769331049,-1534987.371299206279218,-488.358093261718693
14050.000000000000000,-365929.790091366041452,-1535024.982067267876118,-488.358093261718693
14100.000000000000000,-365962.735957962693647,-1535062.592835329705849,-488.358093261718693
14150.000000000000000,-365995.681824559462257,-1535100.203603391302750,-488.358093261718693
14200.000000000000000,-366028.627691156172659,-1535137.814371453132480,-489.149749755859375
14250.000000000000000,-366061.573557752824854,-1535175.425139514729381,-489.757812500000000
14300.000000000000000,-366094.519424349477049,-1535213.035907576559111,-489.757812500000000
14350.000000000000000,-366127.465290946245659,-1535250.646675638156012,-489.757812500000000
14400.000000000000000,-366160.411157542956062,-1535288.257443699985743,-490.642425537109375
14450.000000000000000,-366193.357024139666464,-1535325.868211761582643,-491.218719482421875
14500.000000000000000,-366226.313961168169044,-1535363.469275695038959,-491.218719482421875
14550.000000000000000,-366259.285852083587088,-1535401.057231338927522,-491.218719482421875
14600.000000000000000,-366292.257742999005131,-1535438.645186982583255,-492.242279052734375
14650.000000000000000,-366325.229633914423175,-1535476.233142626006156,-492.242279052734375
14700.000000000000000,-366358.201524829841219,-1535513.821098269661888,-492.739929199218750
14750.000000000000000,-366391.173415745201055,-1535551.409053913084790,-492.739929199218750
14800.000000000000000,-366424.145306660619099,-1535588.997009556740522,-493.854187011718693
14850.000000000000000,-366457.117197576037142,-1535626.584965200396255,-493.854187011718693
14900.000000000000000,-366490.089088491455186,-1535664.172920843819156,-493.854187011718693
14950.000000000000000,-366523.060979406815022,-1535701.760876487474889,-494.237701416015625
15000.000000000000000,-366556.032870322233066,-1535739.348832131130621,-495.326263427734375
15050.000000000000000,-366589.004761237592902,-1535776.936787774553522,-495.326263427734375
15100.000000000000000,-366621.976652153069153,-1535814.524743418209255,-495.326263427734375
15150.000000000000000,-366654.948543068487197,-1535852.112699061632156,-495.634979248046875
15200.000000000000000,-366687.920433983847033,-1535889.700654705287889,-496.539703369140625
15250.000000000000000,-366720.892324899265077,-1535927.288610348943621,-496.539703369140625
15300.000000000000000,-366753.864215814683121,-1535964.876565992366523,-496.539703369140625
15350.000000000000000,-366786.836106730101164,-1536002.464521636022255,-496.539703369140625
15400.000000000000000,-366819.807997645461001,-1536040.052477279445156,-497.387115478515625
15450.000000000000000,-366852.779888560879044,-1536077.640432923100889,-497.387115478515625
15500.000000000000000,-366885.751779476297088,-1536115.228388566756621,-497.387115478515625
15550.000000000000000,-366918.723670391715132,-1536152.816344210179523,-497.387115478515625
15600.000000000000000,-366951.695561307133175,-1536190.404299853835255,-497.846557617187500
15650.000000000000000,-366984.667452222551219,-1536227.992255497258157,-497.846557617187500
15700.000000000000000,-367017.639343137969263,-1536265.580211140913889,-497.846557617187500
15750.000000000000000,-367050.611234053329099,-1536303.168166784569621,-497.846557617187500
15800.000000000000000,-367083.583124968747143,-1536340.756122427992523,-497.975372314453125
15850.000000000000000,-367116.555015884165186,-1536378.344078071648255,-498.093719482421875
15900.000000000000000,-367149.919375244586263,-1536415.581356066279113,-498.093719482421875
15950.000000000000000,-367183.573689957091119,-1536452.559553713770583,-498.093719482421875
16000.000000000000000,-367217.228004669654183,-1536489.537751360563561,-497.958801269531250
16050.000000000000000,-367250.882319382217247,-1536526.515949007589370,-498.345397949218750
16100.000000000000000,-367284.536634094722103,-1536563.494146654848009,-498.345397949218750
16150.000000000000000,-367318.190948807285167,-1536600.472344301873818,-498.345397949218750
16200.000000000000000,-367351.845263519848231,-1536637.450541948899627,-498.016357421875000
16250.000000000000000,-367385.499578232411295,-1536674.428739596158266,-498.016357421875000
16300.000000000000000,-367419.153892944916151,-1536711.406937243184075,-498.754913330078125
16350.000000000000000,-367452.808207657479215,-1536748.385134890442714,-498.754913330078125
16400.000000000000000,-367486.462522370042279,-1536785.363332537468523,-498.059326171875000
16450.000000000000000,-367520.116837082547136,-1536822.341530184494331,-498.059326171875000
16500.000000000000000,-367553.771151795110200,-1536859.319727831752971,-498.972381591796875
16550.000000000000000,-367587.425466507673264,-1536896.297925478778780,-498.972381591796875
16600.000000000000000,-367621.079781220178120,-1536933.276123125804588,-497.818237304687500
16650.000000000000000,-367654.734095932741184,-1536970.254320773063228,-497.818237304687500
16700.000000000000000,-367688.388410645304248,-1537007.232518420089036,-497.818237304687500
16750.000000000000000,-367722.042725357809104,-1537044.210716067347676,-498.837524414062500
16800.000000000000000,-367755.697040070372168,-1537081.188913714373484,-497.501708984375000
16850.000000000000000,-367789.351354782935232,-1537118.167111361399293,-497.501708984375000
16900.000000000000000,-367823.005669495498296,-1537155.145309008657932,-497.501708984375000
16950.000000000000000,-367856.659984208061360,-1537192.123506655683741,-498.838531494140625
17000.000000000000000,-367890.207723788509611,-1537229.198110284516588,-497.719909667968750
17050.000000000000000,-367923.637109871022403,-1537266.379774396540597,-497.719909667968750
17100.000000000000000,-367957.066495953476988,-1537303.561438508797437,-497.719909667968750
17150.000000000000000,-367990.495882035989780,-1537340.743102620821446,-497.719909667968750
17200.000000000000000,-368023.925268118444365,-1537377.924766733078286,-498.537292480468750
17250.000000000000000,-368057.354654200898949,-1537415.106430845102295,-498.537292480468750
17300.000000000000000,-368090.784040283411741,-1537452.288094957359135,-498.537292480468750
17350.000000000000000,-368124.213426365866326,-1537489.469759069383144,-498.537292480468750
17400.000000000000000,-368157.642812448379118,-1537526.651423181872815,-499.458435058593750
17450.000000000000000,-368191.072198530833703,-1537563.833087293663993,-499.458435058593750
17500.000000000000000,-368224.501584613346495,-1537601.014751405688003,-499.458435058593750
17550.000000000000000,-368257.930970695801079,-1537638.196415517944843,-499.458435058593750
17600.000000000000000,-368291.360356778313871,-1537675.378079630201682,-498.251495361328125
17650.000000000000000,-368324.789742860768456,-1537712.559743742225692,-500.300506591796875
17700.000000000000000,-368358.219128943281248,-1537749.741407854482532,-500.300506591796875
17750.000000000000000,-368391.648515025735833,-1537786.923071966739371,-500.300506591796875
17800.000000000000000,-368425.077901108190417,-1537824.104736078763381,-499.286834716796875
17850.000000000000000,-368458.507287190703209,-1537861.286400191020221,-501.640777587890625
